employee_id,duration,store_id,overtime_hours,regular_hours,total_labor_cost_mxn
E01037,6,S013,0,6,420.0
E01038,19,S013,0,19,1330.0
E01040,22,S013,0,22,1540.0
E01041,24,S014,0,24,1680.0
E01043,13,S014,0,13,845.0
E01044,6,S014,0,6,450.0
E01046,16,S014,0,16,1200.0
E01047,14,S014,0,14,980.0
E01048,8,S014,0,8,960.0
E01050,19,S014,0,19,1330.0
E01051,22,S014,0,22,1870.0
E01053,40,S014,0,40,3400.0
E01054,6,S014,0,6,390.0
E01056,20,S014,0,20,1400.0
E01057,11,S014,0,11,770.0
E01058,24,S014,0,24,1800.0
E01059,24,S014,0,24,1800.0
E01060,6,S014,0,6,450.0
E01061,23,S014,0,23,1495.0
E01062,28,S014,0,28,1960.0
E01064,19,S014,0,19,1425.0
E01065,8,S014,0,8,960.0
E01066,16,S014,0,16,1200.0
E01068,40,S014,0,40,3400.0
E01069,16,S014,0,16,1040.0
E01070,24,S014,0,24,1800.0
E01071,12,S014,0,12,900.0
E01072,40,S014,0,40,4800.0
E01073,22,S014,0,22,1540.0
E01074,40,S014,0,40,2600.0
E01075,16,S014,0,16,1200.0
E01077,16,S014,0,16,1040.0
E01078,11,S014,0,11,825.0
E01079,8,S014,0,8,520.0
E01080,17,S014,0,17,1275.0
E01081,10,S014,0,10,750.0
E01082,16,S014,0,16,1120.0
E01083,32,S014,0,32,2240.0
E01084,16,S014,0,16,1120.0
E01085,13,S014,0,13,910.0
E01086,8,S014,0,8,600.0
E01087,16,S014,0,16,1120.0
E01088,19,S014,0,19,1615.0
E01089,28,S014,0,28,2100.0
E01090,35,S014,0,35,2975.0
E01091,16,S014,0,16,1920.0
E01092,8,S014,0,8,520.0
E01094,19,S014,0,19,1330.0
E01095,13,S014,0,13,845.0
E01096,40,S014,0,40,4800.0
E01098,16,S014,0,16,1200.0
E01099,30,S014,0,30,2250.0
E01100,14,S014,0,14,910.0
E01101,27,S014,0,27,2295.0
E01102,30,S014,0,30,2250.0
E01104,22,S014,0,22,1650.0
E01105,20,S014,0,20,1400.0
E01106,21,S014,0,21,1470.0
E01107,20,S014,0,20,1300.0
E01108,8,S014,0,8,960.0
E01109,24,S014,0,24,1800.0
E01113,8,S014,0,8,560.0
E01114,23,S014,0,23,1955.0
E01116,6,S014,0,6,450.0
E01117,12,S014,0,12,780.0
E01119,24,S014,0,24,1800.0
E01120,23,S014,0,23,1725.0
E01121,8,S015,0,8,560.0
E01123,14,S015,0,14,980.0
E01124,22,S015,0,22,1540.0
E01125,24,S015,0,24,1680.0
E01126,14,S015,0,14,910.0
E01127,6,S015,0,6,420.0
E01128,6,S015,0,6,390.0
E01129,27,S015,0,27,1890.0
E01131,22,S015,0,22,1650.0
E01132,14,S015,0,14,1050.0
E01133,13,S015,0,13,910.0
E01134,24,S015,0,24,1800.0
E01135,12,S015,0,12,1020.0
E01136,14,S015,0,14,980.0
E01137,33,S015,0,33,2475.0
E01138,13,S015,0,13,910.0
E01139,24,S015,0,24,2880.0
E01140,24,S015,0,24,2880.0
E01141,6,S015,0,6,390.0
E01142,28,S015,0,28,2100.0
E01143,13,S015,0,13,845.0
E01144,5,S015,0,5,325.0
E01145,22,S015,0,22,1650.0
E01146,19,S015,0,19,1425.0
E01147,6,S015,0,6,420.0
E01148,16,S015,0,16,1040.0
E01150,5,S015,0,5,425.0
E01151,24,S015,0,24,2880.0
E01152,19,S015,0,19,1235.0
E01153,16,S015,0,16,1360.0
E01154,14,S015,0,14,1050.0
E01155,5,S015,0,5,350.0
E01156,15,S015,0,15,1275.0
E01157,16,S015,0,16,1040.0
E01158,30,S015,0,30,2250.0
E01159,5,S015,0,5,325.0
E01160,10,S015,0,10,750.0
E01161,18,S015,0,18,1350.0
E01162,28,S015,0,28,2380.0
E01163,16,S015,0,16,1920.0
E01164,16,S015,0,16,1040.0
E01165,32,S015,0,32,2720.0
E01168,16,S015,0,16,1120.0
E01169,24,S015,0,24,1800.0
E01170,16,S015,0,16,1920.0
E01171,14,S015,0,14,980.0
E01172,20,S015,0,20,1700.0
E01173,31,S015,0,31,2325.0
E01174,21,S015,0,21,1575.0
E01175,11,S015,0,11,770.0
E01176,24,S015,0,24,1560.0
E01177,16,S015,0,16,1120.0
E01178,8,S015,0,8,520.0
E01179,24,S015,0,24,2880.0
E01181,30,S015,0,30,2250.0
E01182,24,S015,0,24,1800.0
E01185,21,S015,0,21,1785.0
E01186,30,S015,0,30,2550.0
E01187,6,S015,0,6,390.0
E01188,24,S015,0,24,1680.0
E01190,25,S015,0,25,1875.0
E01192,19,S015,0,19,1235.0
E01193,30,S015,0,30,2550.0
E01195,19,S015,0,19,1330.0
E01196,22,S015,0,22,1540.0
E01197,19,S015,0,19,1330.0
E01199,12,S015,0,12,900.0
E01200,14,S015,0,14,1050.0
E01201,29,S016,0,29,2465.0
E01203,16,S016,0,16,1120.0
E01205,6,S016,0,6,450.0
E01206,8,S016,0,8,560.0
E01207,5,S016,0,5,420.0
E01208,13,S016,0,13,975.0
E01209,12,S016,0,12,840.0
E01210,35,S016,0,35,2975.0
E01212,24,S016,0,24,2880.0
E01215,8,S016,0,8,560.0
E01216,8,S016,0,8,960.0
E01218,13,S016,0,13,910.0
E01219,14,S016,0,14,1050.0
E01221,16,S016,0,16,1920.0
E01222,14,S016,0,14,1050.0
E01223,5,S016,0,5,375.0
E01224,24,S016,0,24,1560.0
E01225,8,S016,0,8,680.0
E01226,30,S016,0,30,2550.0
E01227,5,S016,0,5,325.0
E01228,6,S016,0,6,390.0
E01231,8,S016,0,8,560.0
E01232,24,S016,0,24,1800.0
E01233,19,S016,0,19,1425.0
E01235,21,S016,0,21,1575.0
E01237,35,S016,0,35,2975.0
E01238,24,S016,0,24,1680.0
E01239,22,S016,0,22,1430.0
E01240,8,S016,0,8,960.0
E01241,12,S016,0,12,900.0
E01242,5,S016,0,5,325.0
E01243,10,S016,0,10,650.0
E01244,11,S016,0,11,825.0
E01247,22,S016,0,22,1540.0
E01248,5,S016,0,5,325.0
E01249,14,S016,0,14,1050.0
E01250,16,S016,0,16,1920.0
E01251,8,S016,0,8,560.0
E01252,27,S016,0,27,1890.0
E01253,6,S016,0,6,470.40000000000003
E01254,32,S016,0,32,2400.0
E01255,13,S016,0,13,910.0
E01256,6,S016,0,6,390.0
E01257,23,S016,0,23,1725.0
E01258,24,S016,0,24,1800.0
E01262,26,S016,0,26,1950.0
E01263,22,S016,0,22,1650.0
E01264,17,S016,0,17,1190.0
E01265,23,S016,0,23,1725.0
E01266,22,S016,0,22,1430.0
E01269,12,S016,0,12,840.0
E01270,8,S016,0,8,560.0
E01271,5,S016,0,5,325.0
E01272,6,S016,0,6,390.0
E01273,14,S016,0,14,910.0
E01274,16,S016,0,16,1120.0
E01276,40,S016,0,40,4800.0
E01277,22,S016,0,22,1870.0
E01278,14,S016,0,14,1050.0
E01279,14,S016,0,14,910.0
E01280,16,S016,0,16,1120.0
E01281,8,S017,0,8,960.0
E01282,20,S017,0,20,1400.0
E01283,16,S017,0,16,1120.0
E01284,10,S017,0,10,650.0
E01285,14,S017,0,14,1050.0
E01286,6,S017,0,6,504.0
E01287,22,S017,0,22,1650.0
E01288,24,S017,0,24,1680.0
E01290,24,S017,0,24,1560.0
E01291,8,S017,0,8,960.0
E01293,8,S017,0,8,520.0
E01296,16,S017,0,16,1920.0
E01300,22,S017,0,22,1870.0
E01301,16,S017,0,16,1920.0
E01302,8,S017,0,8,520.0
E01303,6,S017,0,6,510.0
E01305,8,S017,0,8,960.0
E01307,21,S017,0,21,1470.0
E01308,8,S017,0,8,520.0
E01309,11,S017,0,11,825.0
E01310,12,S017,0,12,780.0
E01314,12,S017,0,12,840.0
E01315,5,S017,0,5,375.0
E01316,11,S017,0,11,770.0
E01317,8,S017,0,8,960.0
E01318,19,S017,0,19,1425.0
E01319,30,S017,0,30,2550.0
E01322,32,S017,0,32,2400.0
E01323,13,S017,0,13,910.0
E01324,6,S017,0,6,390.0
E01326,6,S017,0,6,390.0
E01327,25,S017,0,25,1875.0
E01329,6,S017,0,6,390.0
E01332,16,S017,0,16,1040.0
E01333,16,S017,0,16,1920.0
E01334,8,S017,0,8,560.0
E01335,24,S017,0,24,1800.0
E01336,5,S017,0,5,350.0
E01337,20,S017,0,20,1500.0
E01342,27,S017,0,27,2025.0
E01344,6,S017,0,6,390.0
E01345,32,S017,0,32,2720.0
E01347,11,S017,0,11,935.0
E01348,8,S017,0,8,560.0
E01349,32,S017,0,32,3840.0
E01350,8,S017,0,8,560.0
E01351,25,S017,0,25,1875.0
E01354,19,S017,0,19,1425.0
E01356,8,S017,0,8,600.0
E01357,22,S017,0,22,1870.0
E01358,8,S017,0,8,560.0
E01359,13,S017,0,13,910.0
E01360,11,S017,0,11,770.0
E01363,16,S018,0,16,1120.0
E01364,18,S018,0,18,1170.0
E01365,28,S018,0,28,1960.0
E01366,20,S018,0,20,1400.0
E01368,10,S018,0,10,700.0
E01369,16,S018,0,16,1040.0
E01370,38,S018,0,38,2850.0
E01371,40,S018,0,40,3400.0
E01373,11,S018,0,11,715.0
E01374,40,S018,0,40,3400.0
E01375,18,S018,0,18,1170.0
E01376,22,S018,0,22,1430.0
E01378,29,S018,0,29,2175.0
E01379,8,S018,0,8,520.0
E01380,13,S018,0,13,845.0
E01381,6,S018,0,6,390.0
E01382,8,S018,0,8,960.0
E01383,23,S018,0,23,1725.0
E01384,22,S018,0,22,1540.0
E01385,8,S018,0,8,520.0
E01387,8,S018,0,8,960.0
E01388,24,S018,0,24,1680.0
E01389,8,S018,0,8,960.0
E01391,8,S018,0,8,960.0
E01392,40,S018,0,40,3400.0
E01393,16,S018,0,16,1120.0
E01395,21,S018,0,21,1470.0
E01396,25,S018,0,25,1750.0
E01397,32,S018,0,32,2400.0
E01398,11,S018,0,11,770.0
E01399,40,S018,0,40,3000.0
E01400,40,S018,0,40,3000.0
E01401,16,S018,0,16,1040.0
E01402,38,S018,0,38,3230.0
E01403,16,S018,0,16,1920.0
E01404,20,S018,0,20,1500.0
E01405,8,S018,0,8,560.0
E01406,24,S018,0,24,1800.0
E01407,24,S018,0,24,2880.0
E01408,18,S018,0,18,1350.0
E01409,30,S018,0,30,2250.0
E01410,14,S018,0,14,980.0
E01413,19,S018,0,19,1425.0
E01414,13,S018,0,13,845.0
E01415,8,S018,0,8,560.0
E01416,22,S018,0,22,1650.0
E01418,8,S018,0,8,960.0
E01419,8,S018,0,8,560.0
E01420,11,S018,0,11,770.0
E01421,16,S018,0,16,1920.0
E01424,12,S018,0,12,840.0
E01426,32,S018,0,32,2400.0
E01427,18,S018,0,18,1170.0
E01428,19,S018,0,19,1330.0
E01429,19,S018,0,19,1425.0
E01430,39,S018,0,39,3315.0
E01431,24,S018,0,24,2880.0
E01432,6,S018,0,6,390.0
E01433,6,S018,0,6,390.0
E01434,15,S018,0,15,1125.0
E01437,24,S018,0,24,1680.0
E01439,6,S018,0,6,390.0
E01440,17,S018,0,17,1275.0
E01441,16,S019,0,16,1920.0
E01442,22,S019,0,22,1540.0
E01443,16,S019,0,16,1200.0
E01444,38,S019,0,38,2850.0
E01446,6,S019,0,6,450.0
E01447,29,S019,0,29,1885.0
E01448,30,S019,0,30,2100.0
E01449,32,S019,0,32,2720.0
E01450,13,S019,0,13,975.0
E01451,37,S019,0,37,2590.0
E01452,16,S019,0,16,1920.0
E01453,36,S019,0,36,3060.0
E01454,30,S019,0,30,2250.0
E01455,13,S019,0,13,845.0
E01456,24,S019,0,24,1560.0
E01459,16,S019,0,16,1920.0
E01460,8,S019,0,8,560.0
E01461,18,S019,0,18,1350.0
E01462,22,S019,0,22,1430.0
E01463,21,S019,0,21,1575.0
E01464,11,S019,0,11,825.0
E01465,14,S019,0,14,1050.0
E01467,12,S019,0,12,900.0
E01468,8,S019,0,8,600.0
E01469,16,S019,0,16,1120.0
E01470,19,S019,0,19,1235.0
E01471,8,S019,0,8,520.0
E01472,22,S019,0,22,1540.0
E01473,14,S019,0,14,980.0
E01474,8,S019,0,8,960.0
E01475,16,S019,0,16,1200.0
E01476,21,S019,0,21,1785.0
E01477,22,S019,0,22,1540.0
E01478,20,S019,0,20,1500.0
E01479,14,S019,0,14,910.0
E01480,8,S019,0,8,600.0
E01481,33,S019,0,33,2805.0
E01482,16,S019,0,16,1120.0
E01483,22,S019,0,22,1650.0
E01484,6,S019,0,6,390.0
E01485,16,S019,0,16,1200.0
E01487,13,S019,0,13,910.0
E01492,32,S019,0,32,3840.0
E01493,17,S019,0,17,1190.0
E01494,24,S019,0,24,2880.0
E01495,12,S019,0,12,900.0
E01496,28,S019,0,28,1960.0
E01498,10,S019,0,10,650.0
E01500,14,S019,0,14,1050.0
E01501,17,S019,0,17,1190.0
E01502,26,S019,0,26,1950.0
E01503,18,S019,0,18,1260.0
E01504,11,S019,0,11,825.0
E01505,24,S019,0,24,1560.0
E01506,20,S019,0,20,1500.0
E01507,20,S019,0,20,1500.0
E01509,11,S019,0,11,825.0
E01511,22,S019,0,22,1870.0
E01514,8,S019,0,8,960.0
E01515,16,S019,0,16,1120.0
E01516,6,S019,0,6,390.0
E01517,23,S019,0,23,1955.0
E01518,25,S019,0,25,1875.0
E01520,33,S019,0,33,2805.0
E01521,32,S020,0,32,2400.0
E01522,5,S020,0,5,350.0
E01523,24,S020,0,24,1680.0
E01524,18,S020,0,18,1350.0
E01525,14,S020,0,14,980.0
E01526,8,S020,0,8,960.0
E01527,14,S020,0,14,980.0
E01528,19,S020,0,19,1330.0
E01529,25,S020,0,25,1750.0
E01530,19,S020,0,19,1330.0
E01531,29,S020,0,29,2175.0
E01532,24,S020,0,24,1680.0
E01533,11,S020,0,11,715.0
E01534,8,S020,0,8,960.0
E01535,6,S020,0,6,420.0
E01536,27,S020,0,27,2025.0
E01537,17,S020,0,17,1275.0
E01538,6,S020,0,6,390.0
E01540,16,S020,0,16,1920.0
E01541,16,S020,0,16,1040.0
E01542,33,S020,0,33,2805.0
E01543,16,S020,0,16,1920.0
E01544,8,S020,0,8,560.0
E01545,14,S020,0,14,980.0
E01546,14,S020,0,14,980.0
E01547,8,S020,0,8,960.0
E01548,13,S020,0,13,845.0
E01549,13,S020,0,13,975.0
E01551,12,S020,0,12,840.0
E01552,5,S020,0,5,350.0
E01553,16,S020,0,16,1200.0
E01554,5,S020,0,5,325.0
E01556,13,S020,0,13,845.0
E01557,24,S020,0,24,2880.0
E01559,27,S020,0,27,2025.0
E01560,22,S020,0,22,1540.0
E01561,8,S020,0,8,520.0
E01562,29,S020,0,29,2465.0
E01565,8,S020,0,8,960.0
E01568,16,S020,0,16,1920.0
E01571,33,S020,0,33,2475.0
E01572,20,S020,0,20,1500.0
E01573,19,S020,0,19,1235.0
E01575,26,S020,0,26,1950.0
E01577,6,S020,0,6,420.0
E01578,8,S020,0,8,560.0
E01579,40,S020,0,40,3400.0
E01580,8,S020,0,8,960.0
E01581,28,S020,0,28,1820.0
E01582,6,S020,0,6,390.0
E01583,16,S020,0,16,1920.0
E01584,37,S020,0,37,3145.0
E01585,8,S020,0,8,520.0
E01586,6,S020,0,6,390.0
E01587,26,S020,0,26,1690.0
E01588,25,S020,0,25,1875.0
E01589,5,S020,0,5,350.0
E01590,30,S020,0,30,2250.0
E01591,11,S020,0,11,770.0
E01592,33,S020,0,33,2475.0
E01593,17,S020,0,17,1190.0
E01594,24,S020,0,24,1680.0
E01596,33,S020,0,33,2475.0
E01597,14,S020,0,14,910.0
E01598,37,S020,0,37,3145.0
E01599,40,S020,0,40,3000.0
E01600,38,S020,0,38,3230.0
E01601,6,S021,0,6,420.0
E01602,8,S021,0,8,560.0
E01603,18,S021,0,18,1260.0
E01604,21,S021,0,21,1470.0
E01605,10,S021,0,10,700.0
E01606,32,S021,0,32,3840.0
E01607,5,S021,0,5,350.0
E01609,36,S021,0,36,2700.0
E01610,16,S021,0,16,1920.0
E01611,14,S021,0,14,910.0
E01612,36,S021,0,36,3024.0
E01616,16,S021,0,16,1040.0
E01618,11,S021,0,11,715.0
E01619,8,S021,0,8,560.0
E01620,5,S021,0,5,350.0
E01621,34,S021,0,34,2550.0
E01624,22,S021,0,22,1870.0
E01625,5,S021,0,5,325.0
E01627,16,S021,0,16,1254.4
E01628,8,S021,0,8,960.0
E01630,14,S021,0,14,910.0
E01632,19,S021,0,19,1425.0
E01633,16,S021,0,16,1920.0
E01634,8,S021,0,8,960.0
E01635,14,S021,0,14,980.0
E01636,28,S021,0,28,2380.0
E01637,24,S021,0,24,1680.0
E01638,13,S021,0,13,1092.0
E01639,21,S021,0,21,1470.0
E01641,16,S021,0,16,1920.0
E01642,21,S021,0,21,1575.0
E01643,30,S021,0,30,2250.0
E01647,13,S021,0,13,975.0
E01648,8,S021,0,8,960.0
E01649,13,S021,0,13,910.0
E01652,29,S021,0,29,2175.0
E01653,16,S021,0,16,1360.0
E01655,29,S021,0,29,2175.0
E01656,13,S021,0,13,845.0
E01657,20,S021,0,20,1680.0
E01660,8,S021,0,8,960.0
E01661,22,S021,0,22,1650.0
E01663,5,S021,0,5,392.0
E01664,8,S021,0,8,520.0
E01665,24,S021,0,24,1800.0
E01666,16,S021,0,16,1200.0
E01667,10,S021,0,10,850.0
E01668,5,S021,0,5,325.0
E01669,8,S021,0,8,520.0
E01672,35,S021,0,35,2975.0
E01673,24,S021,0,24,2040.0
E01674,40,S021,0,40,2800.0
E01675,37,S021,0,37,2405.0
E01676,24,S021,0,24,1680.0
E01677,39,S021,0,39,3315.0
E01678,14,S021,0,14,910.0
E01679,8,S021,0,8,560.0
E01682,24,S022,0,24,1680.0
E01683,6,S022,0,6,420.0
E01684,30,S022,0,30,2100.0
E01685,39,S022,0,39,3315.0
E01686,10,S022,0,10,784.0
E01687,16,S022,0,16,1120.0
E01688,16,S022,0,16,1920.0
E01690,8,S022,0,8,627.2
E01691,24,S022,0,24,2016.0
E01692,33,S022,0,33,2145.0
E01693,21,S022,0,21,1575.0
E01694,24,S022,0,24,1800.0
E01695,8,S022,0,8,627.2
E01696,21,S022,0,21,1575.0
E01699,30,S022,0,30,2250.0
E01700,13,S022,0,13,910.0
E01701,19,S022,0,19,1330.0
E01702,24,S022,0,24,2880.0
E01703,22,S022,0,22,1650.0
E01704,16,S022,0,16,1040.0
E01706,8,S022,0,8,960.0
E01707,8,S022,0,8,960.0
E01708,22,S022,0,22,1848.0
E01709,20,S022,0,20,1500.0
E01710,32,S022,0,32,2080.0
E01711,8,S022,0,8,520.0
E01713,22,S022,0,22,1650.0
E01717,5,S022,0,5,375.0
E01719,5,S022,0,5,325.0
E01723,14,S022,0,14,910.0
E01725,8,S022,0,8,520.0
E01726,8,S022,0,8,600.0
E01729,8,S022,0,8,560.0
E01733,24,S022,0,24,2880.0
E01734,16,S022,0,16,1920.0
E01735,8,S022,0,8,560.0
E01736,12,S022,0,12,900.0
E01738,11,S022,0,11,770.0
E01741,8,S022,0,8,520.0
E01742,16,S022,0,16,1200.0
E01746,10,S022,0,10,700.0
E01747,37,S022,0,37,3145.0
E01748,13,S022,0,13,910.0
E01749,38,S022,0,38,3230.0
E01753,8,S022,0,8,960.0
E01754,16,S022,0,16,1200.0
E01759,5,S022,0,5,375.0
E01760,8,S022,0,8,960.0
E01761,13,S023,0,13,975.0
E01762,6,S023,0,6,390.0
E01763,19,S023,0,19,1330.0
E01764,8,S023,0,8,560.0
E01765,22,S023,0,22,1540.0
E01766,8,S023,0,8,627.2
E01767,23,S023,0,23,1725.0
E01768,34,S023,0,34,2210.0
E01770,38,S023,0,38,2850.0
E01771,6,S023,0,6,450.0
E01773,13,S023,0,13,910.0
E01774,12,S023,0,12,900.0
E01775,8,S023,0,8,680.0
E01777,22,S023,0,22,1870.0
E01778,5,S023,0,5,420.0
E01779,24,S023,0,24,1800.0
E01780,16,S023,0,16,1360.0
E01781,8,S023,0,8,600.0
E01783,26,S023,0,26,2210.0
E01785,5,S023,0,5,350.0
E01786,6,S023,0,6,420.0
E01787,12,S023,0,12,900.0
E01790,8,S023,0,8,960.0
E01791,8,S023,0,8,520.0
E01792,8,S023,0,8,560.0
E01793,8,S023,0,8,560.0
E01794,5,S023,0,5,325.0
E01795,10,S023,0,10,784.0
E01797,24,S023,0,24,2880.0
E01798,8,S023,0,8,560.0
E01799,13,S023,0,13,910.0
E01800,21,S023,0,21,1575.0
E01801,5,S023,0,5,350.0
E01802,8,S023,0,8,520.0
E01803,6,S023,0,6,450.0
E01805,10,S023,0,10,750.0
E01807,6,S023,0,6,390.0
E01808,6,S023,0,6,510.0
E01809,8,S023,0,8,960.0
E01810,8,S023,0,8,600.0
E01811,6,S023,0,6,450.0
E01813,16,S023,0,16,1040.0
E01816,14,S023,0,14,980.0
E01817,6,S023,0,6,450.0
E01818,6,S023,0,6,450.0
E01819,6,S023,0,6,390.0
E01820,40,S023,0,40,4800.0
E01823,24,S023,0,24,1680.0
E01824,8,S023,0,8,600.0
E01825,10,S023,0,10,850.0
E01829,11,S023,0,11,770.0
E01830,16,S023,0,16,1040.0
E01831,8,S023,0,8,600.0
E01832,13,S023,0,13,975.0
E01833,24,S023,0,24,2880.0
E01834,28,S023,0,28,2380.0
E01835,6,S023,0,6,470.40000000000003
E01836,6,S023,0,6,420.0
E01837,8,S023,0,8,960.0
E01839,15,S023,0,15,975.0
E01840,16,S023,0,16,1200.0
E01841,6,S024,0,6,504.0
E01842,21,S024,0,21,1575.0
E01844,38,S024,0,38,2850.0
E01845,8,S024,0,8,560.0
E01846,6,S024,0,6,450.0
E01848,20,S024,0,20,1300.0
E01849,18,S024,0,18,1260.0
E01850,21,S024,0,21,1365.0
E01853,32,S024,0,32,3840.0
E01854,21,S024,0,21,1575.0
E01855,29,S024,0,29,2030.0
E01856,24,S024,0,24,1800.0
E01857,29,S024,0,29,2175.0
E01859,26,S024,0,26,1950.0
E01860,20,S024,0,20,1400.0
E01863,32,S024,0,32,2240.0
E01865,30,S024,0,30,2100.0
E01866,29,S024,0,29,1885.0
E01867,20,S024,0,20,1500.0
E01868,36,S024,0,36,2700.0
E01869,35,S024,0,35,2975.0
E01870,16,S024,0,16,1120.0
E01871,5,S024,0,5,325.0
E01872,15,S024,0,15,1125.0
E01873,30,S024,0,30,2550.0
E01874,19,S024,0,19,1330.0
E01876,21,S024,0,21,1365.0
E01877,21,S024,0,21,1575.0
E01878,19,S024,0,19,1425.0
E01880,14,S024,0,14,910.0
E01882,27,S024,0,27,1755.0
E01883,31,S024,0,31,2635.0
E01884,35,S024,0,35,2975.0
E01885,14,S024,0,14,1050.0
E01887,20,S024,0,20,1400.0
E01888,8,S024,0,8,600.0
E01889,5,S024,0,5,325.0
E01890,11,S024,0,11,715.0
E01891,14,S024,0,14,980.0
E01893,8,S024,0,8,600.0
E01896,8,S024,0,8,560.0
E01897,27,S024,0,27,2025.0
E01898,11,S024,0,11,935.0
E01899,22,S024,0,22,1650.0
E01900,21,S024,0,21,1575.0
E01901,29,S024,0,29,2465.0
E01902,8,S024,0,8,960.0
E01904,16,S024,0,16,1200.0
E01905,16,S024,0,16,1120.0
E01906,6,S024,0,6,420.0
E01907,40,S024,0,40,4800.0
E01908,10,S024,0,10,750.0
E01910,8,S024,0,8,560.0
E01911,35,S024,0,35,2975.0
E01913,40,S024,0,40,4800.0
E01914,18,S024,0,18,1260.0
E01915,8,S024,0,8,960.0
E01916,10,S024,0,10,650.0
E01918,16,S024,0,16,1200.0
E01919,8,S024,0,8,520.0
E01920,31,S024,0,31,2170.0
E01921,31,S025,0,31,2325.0
E01922,24,S025,0,24,1800.0
E01926,14,S025,0,14,1190.0
E01927,5,S025,0,5,375.0
E01928,11,S025,0,11,770.0
E01929,28,S025,0,28,1820.0
E01930,24,S025,0,24,2040.0
E01931,13,S025,0,13,975.0
E01932,40,S025,0,40,3400.0
E01933,13,S025,0,13,975.0
E01934,20,S025,0,20,1400.0
E01935,14,S025,0,14,980.0
E01936,16,S025,0,16,1360.0
E01939,16,S025,0,16,1040.0
E01940,11,S025,0,11,770.0
E01941,33,S025,0,33,2475.0
E01942,30,S025,0,30,2250.0
E01944,8,S025,0,8,520.0
E01946,12,S025,0,12,840.0
E01947,18,S025,0,18,1170.0
E01949,22,S025,0,22,1650.0
E01950,16,S025,0,16,1120.0
E01951,40,S025,0,40,4800.0
E01952,8,S025,0,8,560.0
E01953,8,S025,0,8,560.0
E01954,18,S025,0,18,1530.0
E01955,40,S025,0,40,4800.0
E01956,22,S025,0,22,1650.0
E01957,6,S025,0,6,390.0
E01958,6,S025,0,6,390.0
E01959,6,S025,0,6,420.0
E01960,8,S025,0,8,560.0
E01962,26,S025,0,26,1820.0
E01963,13,S025,0,13,845.0
E01964,5,S025,0,5,325.0
E01965,24,S025,0,24,1560.0
E01966,6,S025,0,6,450.0
E01967,13,S025,0,13,845.0
E01968,13,S025,0,13,975.0
E01969,14,S025,0,14,1190.0
E01970,21,S025,0,21,1470.0
E01971,8,S025,0,8,520.0
E01972,22,S025,0,22,1870.0
E01973,13,S025,0,13,845.0
E01974,19,S025,0,19,1425.0
E01975,6,S025,0,6,420.0
E01976,14,S025,0,14,980.0
E01977,24,S025,0,24,2040.0
E01979,29,S025,0,29,2030.0
E01980,38,S025,0,38,2850.0
E01981,16,S025,0,16,1200.0
E01982,26,S025,0,26,1950.0
E01983,30,S025,0,30,2550.0
E01984,27,S025,0,27,2025.0
E01985,24,S025,0,24,1800.0
E01986,8,S025,0,8,560.0
E01987,5,S025,0,5,350.0
E01988,22,S025,0,22,1540.0
E01990,22,S025,0,22,1650.0
E01991,6,S025,0,6,450.0
E01992,18,S025,0,18,1260.0
E01993,5,S025,0,5,325.0
E01994,11,S025,0,11,770.0
E01995,40,S025,0,40,4800.0
E01996,8,S025,0,8,520.0
E01997,13,S025,0,13,910.0
E02000,11,S025,0,11,825.0
E02001,22,S026,0,22,1650.0
E02002,32,S026,0,32,3840.0
E02003,16,S026,0,16,1040.0
E02004,24,S026,0,24,2040.0
E02005,11,S026,0,11,770.0
E02007,12,S026,0,12,940.8000000000001
E02009,27,S026,0,27,2295.0
E02010,11,S026,0,11,770.0
E02012,6,S026,0,6,420.0
E02013,16,S026,0,16,1920.0
E02017,5,S026,0,5,325.0
E02018,8,S026,0,8,520.0
E02021,28,S026,0,28,2380.0
E02023,21,S026,0,21,1365.0
E02024,30,S026,0,30,2250.0
E02025,40,S026,0,40,2800.0
E02026,34,S026,0,34,2550.0
E02028,8,S026,0,8,960.0
E02029,6,S026,0,6,390.0
E02030,24,S026,0,24,1800.0
E02032,11,S026,0,11,770.0
E02033,5,S026,0,5,325.0
E02034,13,S026,0,13,975.0
E02036,16,S026,0,16,1120.0
E02037,5,S026,0,5,425.0
E02039,8,S026,0,8,560.0
E02040,6,S026,0,6,390.0
E02041,24,S026,0,24,2040.0
E02043,8,S026,0,8,560.0
E02044,19,S026,0,19,1425.0
E02045,16,S026,0,16,1920.0
E02046,22,S026,0,22,1870.0
E02047,34,S026,0,34,2550.0
E02049,13,S026,0,13,910.0
E02050,27,S026,0,27,2025.0
E02051,26,S026,0,26,1950.0
E02052,32,S026,0,32,2080.0
E02054,24,S026,0,24,1800.0
E02055,16,S026,0,16,1120.0
E02056,8,S026,0,8,560.0
E02058,21,S026,0,21,1785.0
E02059,12,S026,0,12,1020.0
E02062,5,S026,0,5,325.0
E02064,8,S026,0,8,960.0
E02065,8,S026,0,8,560.0
E02066,11,S026,0,11,825.0
E02067,19,S026,0,19,1330.0
E02069,28,S026,0,28,2100.0
E02070,16,S026,0,16,1120.0
E02071,27,S026,0,27,1890.0
E02072,24,S026,0,24,1560.0
E02073,8,S026,0,8,600.0
E02074,13,S026,0,13,975.0
E02076,6,S026,0,6,450.0
E02077,13,S026,0,13,910.0
E02078,13,S026,0,13,845.0
