employee_id,duration,store_id,role,total_hours,overtime_hours,regular_hours,total_labor_cost_mxn
E00685,27,S009,Cashier,27,0,27,2025.0
E00686,24,S009,Cashier,24,0,24,1800.0
E00687,13,S009,Stock,13,0,13,845.0
E00689,30,S009,Cashier,30,0,30,2250.0
E00690,11,S009,Stock,11,0,11,715.0
E00691,24,S009,Floor,24,0,24,1680.0
E00692,25,S009,Cashier,25,0,25,1875.0
E00693,13,S009,Stock,13,0,13,845.0
E00695,18,S009,Cashier,18,0,18,1350.0
E00696,24,S009,Cashier,24,0,24,1800.0
E00697,27,S009,Cashier,27,0,27,2025.0
E00698,10,S009,Stock,10,0,10,650.0
E00699,25,S009,Cashier,25,0,25,1875.0
E00700,17,S009,Floor,17,0,17,1190.0
E00701,22,S009,Floor,22,0,22,1540.0
E00702,19,S009,Stock,19,0,19,1235.0
E00703,11,S009,Cashier,11,0,11,825.0
E00704,14,S009,Floor,14,0,14,980.0
E00706,14,S009,Stock,14,0,14,910.0
E00707,32,S009,Cashier,32,0,32,2400.0
E00708,40,S009,Supervisor,40,0,40,4800.0
E00709,26,S009,Floor,26,0,26,1820.0
E00710,19,S009,Floor,19,0,19,1330.0
E00712,28,S009,Stock,28,0,28,1820.0
E00713,37,S009,Customer Service,37,0,37,3145.0
E00715,21,S009,Cashier,21,0,21,1575.0
E00717,16,S009,Supervisor,16,0,16,1920.0
E00718,34,S009,Cashier,34,0,34,2550.0
E00719,19,S009,Stock,19,0,19,1235.0
E00721,40,S010,Customer Service,40,0,40,3400.0
E00722,15,S010,Cashier,15,0,15,1125.0
E00724,32,S010,Stock,32,0,32,2080.0
E00725,37,S010,Cashier,37,0,37,2775.0
E00726,39,S010,Cashier,39,0,39,2925.0
E00727,40,S010,Floor,40,0,40,2800.0
E00728,24,S010,Stock,24,0,24,1560.0
E00729,10,S010,Floor,10,0,10,784.0
E00730,22,S010,Stock,22,0,22,1430.0
E00731,40,S010,Customer Service,40,0,40,3400.0
E00732,19,S010,Stock,19,0,19,1235.0
E00733,21,S010,Stock,21,0,21,1365.0
E00734,14,S010,Stock,14,0,14,910.0
E00735,40,S010,Customer Service,40,0,40,3400.0
E00736,40,S010,Customer Service,40,0,40,3400.0
E00737,38,S010,Cashier,38,0,38,2850.0
E00738,28,S010,Cashier,28,0,28,2100.0
E00739,29,S010,Cashier,29,0,29,2175.0
E00740,40,S010,Floor,40,0,40,2800.0
E00741,15,S010,Cashier,15,0,15,1125.0
E00742,37,S010,Floor,37,0,37,2590.0
E00743,40,S010,Supervisor,40,0,40,4800.0
E00744,40,S010,Customer Service,40,0,40,3400.0
E00745,28,S010,Stock,28,0,28,1820.0
E00746,23,S010,Cashier,23,0,23,1725.0
E00747,36,S010,Floor,36,0,36,2520.0
E00748,30,S010,Cashier,30,0,30,2250.0
E00749,40,S010,Supervisor,40,0,40,4800.0
E00750,35,S010,Floor,35,0,35,2450.0
E00751,39,S010,Floor,39,0,39,2730.0
E00752,29,S010,Stock,29,0,29,1885.0
E00754,24,S010,Cashier,24,0,24,1800.0
E00755,28,S010,Cashier,28,0,28,2100.0
E00756,16,S010,Stock,16,0,16,1040.0
E00757,8,S010,Cashier,8,0,8,600.0
E00758,6,S010,Cashier,6,0,6,450.0
E00759,27,S010,Stock,27,0,27,1755.0
E00760,14,S010,Cashier,14,0,14,1050.0
E00761,35,S010,Cashier,35,0,35,2625.0
E00762,37,S010,Floor,37,0,37,2590.0
E00763,31,S010,Cashier,31,0,31,2325.0
E00764,13,S010,Stock,13,0,13,845.0
E00765,40,S010,Supervisor,40,0,40,4800.0
E00766,20,S010,Cashier,20,0,20,1500.0
E00768,24,S010,Supervisor,24,0,24,2880.0
E00769,16,S010,Stock,16,0,16,1040.0
E00770,36,S010,Floor,36,0,36,2520.0
E00771,27,S010,Floor,27,0,27,1890.0
E00772,33,S010,Cashier,33,0,33,2475.0
E00773,5,S010,Stock,5,0,5,325.0
E00774,36,S010,Floor,36,0,36,2520.0
E00776,40,S010,Floor,40,0,40,2800.0
E00777,40,S010,Customer Service,40,0,40,3400.0
E00779,24,S010,Cashier,24,0,24,1800.0
E00780,34,S010,Cashier,34,0,34,2550.0
E00781,35,S010,Floor,35,0,35,2450.0
E00782,31,S010,Cashier,31,0,31,2325.0
E00783,33,S010,Floor,33,0,33,2310.0
E00785,16,S010,Supervisor,16,0,16,1920.0
E00788,40,S010,Supervisor,40,0,40,4800.0
E00789,21,S010,Cashier,21,0,21,1575.0
E00791,36,S010,Cashier,36,0,36,2700.0
E00793,5,S010,Stock,5,0,5,325.0
E00795,16,S010,Stock,16,0,16,1040.0
E00796,16,S010,Cashier,16,0,16,1200.0
E00797,40,S010,Supervisor,40,0,40,4800.0
E00798,11,S010,Stock,11,0,11,715.0
E00799,37,S010,Floor,37,0,37,2590.0
E00801,20,S011,Cashier,20,0,20,1500.0
E00802,40,S011,Supervisor,40,0,40,4800.0
E00803,35,S011,Floor,35,0,35,2450.0
E00804,20,S011,Stock,20,0,20,1300.0
E00805,28,S011,Floor,28,0,28,1960.0
E00806,24,S011,Cashier,24,0,24,1800.0
E00807,25,S011,Stock,25,0,25,1625.0
E00808,25,S011,Floor,25,0,25,1750.0
E00811,20,S011,Stock,20,0,20,1300.0
E00812,33,S011,Cashier,33,0,33,2475.0
E00814,40,S011,Supervisor,40,0,40,4800.0
E00815,37,S011,Customer Service,37,0,37,3145.0
E00816,35,S011,Floor,35,0,35,2450.0
E00817,26,S011,Stock,26,0,26,1690.0
E00818,27,S011,Cashier,27,0,27,2025.0
E00819,37,S011,Floor,37,0,37,2590.0
E00820,20,S011,Floor,20,0,20,1400.0
E00821,33,S011,Floor,33,0,33,2310.0
E00823,36,S011,Floor,36,0,36,2520.0
E00824,29,S011,Cashier,29,0,29,2175.0
E00826,16,S011,Cashier,16,0,16,1200.0
E00827,26,S011,Cashier,26,0,26,1950.0
E00829,5,S011,Floor,5,0,5,392.0
E00830,24,S011,Stock,24,0,24,1560.0
E00832,15,S011,Cashier,15,0,15,1125.0
E00833,38,S011,Customer Service,38,0,38,3230.0
E00834,13,S011,Cashier,13,0,13,975.0
E00835,29,S011,Cashier,29,0,29,2175.0
E00836,39,S011,Customer Service,39,0,39,3315.0
E00837,28,S011,Floor,28,0,28,1960.0
E00838,37,S011,Floor,37,0,37,2590.0
E00839,29,S011,Cashier,29,0,29,2175.0
E00840,17,S011,Cashier,17,0,17,1275.0
E00841,16,S011,Cashier,16,0,16,1200.0
E00842,40,S011,Supervisor,40,0,40,4800.0
E00843,35,S011,Cashier,35,0,35,2625.0
E00844,40,S011,Customer Service,40,0,40,3400.0
E00845,37,S011,Cashier,37,0,37,2775.0
E00846,29,S011,Floor,29,0,29,2030.0
E00848,5,S011,Stock,5,0,5,325.0
E00849,32,S011,Customer Service,32,0,32,2720.0
E00850,36,S011,Customer Service,36,0,36,3060.0
E00851,25,S011,Stock,25,0,25,1625.0
E00852,27,S011,Cashier,27,0,27,2025.0
E00853,29,S011,Stock,29,0,29,1885.0
E00854,35,S011,Cashier,35,0,35,2625.0
E00855,18,S011,Stock,18,0,18,1170.0
E00856,19,S011,Cashier,19,0,19,1425.0
E00858,26,S011,Cashier,26,0,26,1950.0
E00859,24,S011,Stock,24,0,24,1560.0
E00860,23,S011,Customer Service,23,0,23,1955.0
E00861,36,S011,Floor,36,0,36,2520.0
E00862,32,S011,Cashier,32,0,32,2400.0
E00863,23,S011,Cashier,23,0,23,1725.0
E00865,29,S011,Floor,29,0,29,2030.0
E00866,24,S011,Cashier,24,0,24,1800.0
E00867,37,S011,Cashier,37,0,37,2775.0
E00868,24,S011,Stock,24,0,24,1560.0
E00869,16,S011,Cashier,16,0,16,1200.0
E00870,21,S011,Stock,21,0,21,1365.0
E00871,36,S011,Customer Service,36,0,36,3060.0
E00872,30,S011,Floor,30,0,30,2100.0
E00873,34,S011,Cashier,34,0,34,2550.0
E00874,26,S011,Floor,26,0,26,1820.0
E00875,27,S011,Customer Service,27,0,27,2295.0
E00876,31,S011,Floor,31,0,31,2170.0
E00877,26,S011,Floor,26,0,26,1820.0
E00878,35,S011,Customer Service,35,0,35,2975.0
E00879,30,S011,Stock,30,0,30,1950.0
E00880,40,S011,Supervisor,40,0,40,4800.0
E00883,24,S012,Floor,24,0,24,1680.0
E00885,21,S012,Floor,21,0,21,1470.0
E00886,24,S012,Stock,24,0,24,1560.0
E00887,40,S012,Floor,40,0,40,2800.0
E00888,17,S012,Stock,17,0,17,1105.0
E00890,20,S012,Stock,20,0,20,1300.0
E00891,22,S012,Cashier,22,0,22,1650.0
E00893,32,S012,Supervisor,32,0,32,3840.0
E00894,19,S012,Stock,19,0,19,1235.0
E00895,35,S012,Stock,35,0,35,2275.0
E00896,24,S012,Floor,24,0,24,1680.0
E00897,22,S012,Floor,22,0,22,1540.0
E00898,30,S012,Cashier,30,0,30,2250.0
E00899,32,S012,Supervisor,32,0,32,3840.0
E00900,40,S012,Supervisor,40,0,40,4800.0
E00901,19,S012,Floor,19,0,19,1330.0
E00902,19,S012,Stock,19,0,19,1235.0
E00903,40,S012,Customer Service,40,0,40,3400.0
E00904,32,S012,Cashier,32,0,32,2400.0
E00905,40,S012,Supervisor,40,0,40,4800.0
E00906,20,S012,Floor,20,0,20,1400.0
E00908,19,S012,Stock,19,0,19,1235.0
E00909,22,S012,Floor,22,0,22,1540.0
E00910,40,S012,Customer Service,40,0,40,3400.0
E00911,31,S012,Cashier,31,0,31,2325.0
E00912,20,S012,Floor,20,0,20,1400.0
E00914,23,S012,Floor,23,0,23,1610.0
E00915,35,S012,Cashier,35,0,35,2625.0
E00916,18,S012,Floor,18,0,18,1260.0
E00917,32,S012,Cashier,32,0,32,2400.0
E00918,39,S012,Customer Service,39,0,39,3315.0
E00919,16,S012,Stock,16,0,16,1040.0
E00920,40,S012,Customer Service,40,0,40,3400.0
E00921,21,S012,Floor,21,0,21,1470.0
E00922,8,S012,Stock,8,0,8,520.0
E00923,20,S012,Stock,20,0,20,1300.0
E00924,20,S012,Floor,20,0,20,1400.0
E00925,15,S012,Floor,15,0,15,1050.0
E00926,34,S012,Cashier,34,0,34,2550.0
E00927,37,S012,Cashier,37,0,37,2775.0
E00928,36,S012,Cashier,36,0,36,2700.0
E00929,40,S012,Cashier,40,0,40,3000.0
E00930,16,S012,Stock,16,0,16,1040.0
E00931,40,S012,Supervisor,40,0,40,4800.0
E00933,40,S012,Cashier,40,0,40,3000.0
E00934,37,S012,Floor,37,0,37,2590.0
E00935,40,S012,Supervisor,40,0,40,4800.0
E00936,22,S012,Floor,22,0,22,1540.0
E00937,30,S012,Cashier,30,0,30,2250.0
E00938,30,S012,Floor,30,0,30,2100.0
E00939,31,S012,Floor,31,0,31,2170.0
E00940,28,S012,Stock,28,0,28,1820.0
E00941,35,S012,Cashier,35,0,35,2625.0
E00942,16,S012,Supervisor,16,0,16,1920.0
E00943,34,S012,Cashier,34,0,34,2550.0
E00944,11,S012,Stock,11,0,11,715.0
E00945,18,S012,Stock,18,0,18,1170.0
E00946,36,S012,Cashier,36,0,36,2700.0
E00947,22,S012,Floor,22,0,22,1540.0
E00948,21,S012,Stock,21,0,21,1365.0
E00950,14,S012,Floor,14,0,14,980.0
E00951,18,S012,Floor,18,0,18,1260.0
E00952,37,S012,Customer Service,37,0,37,3145.0
E00953,38,S012,Cashier,38,0,38,2850.0
E00954,13,S012,Floor,13,0,13,910.0
E00955,33,S012,Cashier,33,0,33,2475.0
E00957,28,S012,Cashier,28,0,28,2100.0
E00958,32,S012,Cashier,32,0,32,2400.0
E00960,35,S012,Floor,35,0,35,2450.0
E00961,39,S013,Cashier,39,0,39,2925.0
E00962,37,S013,Cashier,37,0,37,2775.0
E00963,6,S013,Stock,6,0,6,390.0
E00964,36,S013,Cashier,36,0,36,2700.0
E00965,10,S013,Floor,10,0,10,784.0
E00966,37,S013,Cashier,37,0,37,2775.0
E00967,14,S013,Floor,14,0,14,980.0
E00968,34,S013,Floor,34,0,34,2380.0
E00969,22,S013,Stock,22,0,22,1430.0
E00970,40,S013,Customer Service,40,0,40,3400.0
E00971,16,S013,Supervisor,16,0,16,1920.0
E00972,24,S013,Supervisor,24,0,24,2880.0
E00973,25,S013,Floor,25,0,25,1750.0
E00974,31,S013,Floor,31,0,31,2170.0
E00975,39,S013,Cashier,39,0,39,2925.0
E00976,14,S013,Stock,14,0,14,910.0
E00977,16,S013,Supervisor,16,0,16,1920.0
E00978,22,S013,Stock,22,0,22,1430.0
E00979,36,S013,Cashier,36,0,36,2700.0
E00980,21,S013,Floor,21,0,21,1470.0
E00981,26,S013,Floor,26,0,26,1820.0
E00982,30,S013,Floor,30,0,30,2100.0
E00983,39,S013,Cashier,39,0,39,2925.0
E00984,33,S013,Cashier,33,0,33,2475.0
E00985,11,S013,Floor,11,0,11,770.0
E00986,40,S013,Cashier,40,0,40,3000.0
E00988,5,S013,Floor,5,0,5,392.0
E00989,24,S013,Floor,24,0,24,1680.0
E00990,19,S013,Floor,19,0,19,1330.0
E00991,36,S013,Cashier,36,0,36,2700.0
E00992,24,S013,Supervisor,24,0,24,2880.0
E00993,5,S013,Floor,5,0,5,392.0
E00994,6,S013,Stock,6,0,6,390.0
E00995,39,S013,Cashier,39,0,39,2925.0
E00996,8,S013,Stock,8,0,8,520.0
E00997,24,S013,Stock,24,0,24,1560.0
E00998,40,S013,Customer Service,40,0,40,3400.0
E00999,11,S013,Stock,11,0,11,715.0
E01000,24,S013,Floor,24,0,24,1680.0
E01002,5,S013,Floor,5,0,5,392.0
E01003,24,S013,Supervisor,24,0,24,2880.0
E01004,35,S013,Stock,35,0,35,2275.0
E01005,39,S013,Cashier,39,0,39,2925.0
E01006,19,S013,Floor,19,0,19,1330.0
E01007,6,S013,Stock,6,0,6,390.0
E01008,26,S013,Floor,26,0,26,1820.0
E01009,21,S013,Stock,21,0,21,1365.0
E01010,32,S013,Supervisor,32,0,32,3840.0
E01011,16,S013,Stock,16,0,16,1040.0
E01013,32,S013,Floor,32,0,32,2240.0
E01014,5,S013,Floor,5,0,5,392.0
E01015,30,S013,Floor,30,0,30,2100.0
E01016,32,S013,Supervisor,32,0,32,3840.0
E01017,30,S013,Stock,30,0,30,1950.0
E01018,15,S013,Stock,15,0,15,975.0
E01019,16,S013,Stock,16,0,16,1040.0
E01020,8,S013,Supervisor,8,0,8,960.0
E01021,16,S013,Stock,16,0,16,1040.0
E01022,35,S013,Cashier,35,0,35,2625.0
E01023,40,S013,Customer Service,40,0,40,3400.0
E01024,39,S013,Cashier,39,0,39,2925.0
E01025,13,S013,Floor,13,0,13,910.0
E01026,39,S013,Customer Service,39,0,39,3315.0
E01027,24,S013,Supervisor,24,0,24,2880.0
E01028,35,S013,Floor,35,0,35,2450.0
E01029,26,S013,Floor,26,0,26,1820.0
E01030,40,S013,Supervisor,40,0,40,4800.0
E01031,15,S013,Stock,15,0,15,975.0
E01032,40,S013,Customer Service,40,0,40,3400.0
E01033,36,S013,Cashier,36,0,36,2700.0
E01034,38,S013,Cashier,38,0,38,2850.0
E01035,8,S013,Stock,8,0,8,520.0
E01036,20,S013,Floor,20,0,20,1400.0
E01037,22,S013,Floor,22,0,22,1540.0
E01038,19,S013,Floor,19,0,19,1330.0
E01040,37,S013,Floor,37,0,37,2590.0
E01041,32,S014,Floor,32,0,32,2240.0
E01043,6,S014,Stock,6,0,6,390.0
E01044,23,S014,Cashier,23,0,23,1725.0
E01046,30,S014,Cashier,30,0,30,2250.0
E01047,30,S014,Floor,30,0,30,2100.0
E01048,16,S014,Supervisor,16,0,16,1920.0
E01050,33,S014,Floor,33,0,33,2310.0
E01051,40,S014,Customer Service,40,0,40,3400.0
E01053,40,S014,Customer Service,40,0,40,3400.0
E01054,32,S014,Stock,32,0,32,2080.0
E01055,24,S014,Supervisor,24,0,24,2880.0
E01056,24,S014,Floor,24,0,24,1680.0
E01057,40,S014,Floor,40,0,40,2800.0
E01058,24,S014,Cashier,24,0,24,1800.0
E01059,38,S014,Cashier,38,0,38,2850.0
E01060,25,S014,Cashier,25,0,25,1875.0
E01061,18,S014,Stock,18,0,18,1170.0
E01062,38,S014,Floor,38,0,38,2660.0
E01063,14,S014,Stock,14,0,14,910.0
E01064,20,S014,Cashier,20,0,20,1500.0
E01065,24,S014,Supervisor,24,0,24,2880.0
E01066,22,S014,Cashier,22,0,22,1650.0
E01068,40,S014,Customer Service,40,0,40,3400.0
E01069,14,S014,Stock,14,0,14,910.0
E01070,34,S014,Cashier,34,0,34,2550.0
E01071,37,S014,Cashier,37,0,37,2775.0
E01072,40,S014,Supervisor,40,0,40,4800.0
E01073,26,S014,Floor,26,0,26,1820.0
E01074,8,S014,Stock,8,0,8,520.0
E01075,37,S014,Cashier,37,0,37,2775.0
E01076,32,S014,Supervisor,32,0,32,3840.0
E01077,21,S014,Stock,21,0,21,1365.0
E01078,33,S014,Cashier,33,0,33,2475.0
E01079,16,S014,Stock,16,0,16,1040.0
E01080,35,S014,Cashier,35,0,35,2625.0
E01081,16,S014,Cashier,16,0,16,1200.0
E01082,37,S014,Floor,37,0,37,2590.0
E01083,39,S014,Floor,39,0,39,2730.0
E01084,33,S014,Floor,33,0,33,2310.0
E01085,34,S014,Floor,34,0,34,2380.0
E01086,24,S014,Cashier,24,0,24,1800.0
E01087,34,S014,Floor,34,0,34,2380.0
E01088,40,S014,Customer Service,40,0,40,3400.0
E01089,19,S014,Cashier,19,0,19,1425.0
E01090,40,S014,Customer Service,40,0,40,3400.0
E01091,24,S014,Supervisor,24,0,24,2880.0
E01092,30,S014,Stock,30,0,30,1950.0
E01094,24,S014,Floor,24,0,24,1680.0
E01095,29,S014,Stock,29,0,29,1885.0
E01096,40,S014,Supervisor,40,0,40,4800.0
E01098,28,S014,Cashier,28,0,28,2100.0
E01099,27,S014,Cashier,27,0,27,2025.0
E01100,19,S014,Stock,19,0,19,1235.0
E01101,39,S014,Customer Service,39,0,39,3315.0
E01102,23,S014,Cashier,23,0,23,1725.0
E01103,6,S014,Stock,6,0,6,390.0
E01104,22,S014,Cashier,22,0,22,1650.0
E01105,35,S014,Floor,35,0,35,2450.0
E01106,36,S014,Floor,36,0,36,2520.0
E01107,23,S014,Stock,23,0,23,1495.0
E01108,24,S014,Supervisor,24,0,24,2880.0
E01109,39,S014,Cashier,39,0,39,2925.0
E01110,25,S014,Stock,25,0,25,1625.0
E01112,16,S014,Supervisor,16,0,16,1920.0
E01113,29,S014,Floor,29,0,29,2030.0
E01114,40,S014,Customer Service,40,0,40,3400.0
E01116,19,S014,Cashier,19,0,19,1425.0
E01117,26,S014,Stock,26,0,26,1690.0
E01119,32,S014,Cashier,32,0,32,2400.0
E01120,31,S014,Cashier,31,0,31,2325.0
E01121,29,S015,Floor,29,0,29,2030.0
E01123,24,S015,Floor,24,0,24,1680.0
E01124,32,S015,Floor,32,0,32,2240.0
E01125,19,S015,Floor,19,0,19,1330.0
E01126,16,S015,Stock,16,0,16,1040.0
E01127,26,S015,Floor,26,0,26,1820.0
E01128,6,S015,Stock,6,0,6,390.0
E01129,31,S015,Floor,31,0,31,2170.0
E01131,26,S015,Cashier,26,0,26,1950.0
E01132,24,S015,Cashier,24,0,24,1800.0
E01133,23,S015,Floor,23,0,23,1610.0
E01134,32,S015,Cashier,32,0,32,2400.0
E01135,30,S015,Customer Service,30,0,30,2550.0
E01136,29,S015,Floor,29,0,29,2030.0
E01137,34,S015,Cashier,34,0,34,2550.0
E01138,29,S015,Floor,29,0,29,2030.0
E01139,32,S015,Supervisor,32,0,32,3840.0
E01140,24,S015,Supervisor,24,0,24,2880.0
E01141,15,S015,Stock,15,0,15,975.0
E01142,28,S015,Cashier,28,0,28,2100.0
E01143,24,S015,Stock,24,0,24,1560.0
E01144,36,S015,Stock,36,0,36,2340.0
E01145,31,S015,Cashier,31,0,31,2325.0
E01146,31,S015,Cashier,31,0,31,2325.0
E01147,25,S015,Floor,25,0,25,1750.0
E01148,18,S015,Stock,18,0,18,1170.0
E01150,35,S015,Customer Service,35,0,35,2975.0
E01151,32,S015,Supervisor,32,0,32,3840.0
E01152,20,S015,Stock,20,0,20,1300.0
E01153,38,S015,Customer Service,38,0,38,3230.0
E01154,40,S015,Cashier,40,0,40,3000.0
E01155,36,S015,Floor,36,0,36,2520.0
E01156,28,S015,Customer Service,28,0,28,2380.0
E01157,21,S015,Stock,21,0,21,1365.0
E01158,35,S015,Cashier,35,0,35,2625.0
E01159,20,S015,Stock,20,0,20,1300.0
E01160,38,S015,Cashier,38,0,38,2850.0
E01161,29,S015,Cashier,29,0,29,2175.0
E01162,38,S015,Customer Service,38,0,38,3230.0
E01163,40,S015,Supervisor,40,0,40,4800.0
E01164,8,S015,Stock,8,0,8,520.0
E01165,39,S015,Customer Service,39,0,39,3315.0
E01167,30,S015,Stock,30,0,30,1950.0
E01168,28,S015,Floor,28,0,28,1960.0
E01169,38,S015,Cashier,38,0,38,2850.0
E01170,32,S015,Supervisor,32,0,32,3840.0
E01171,24,S015,Floor,24,0,24,1680.0
E01172,38,S015,Customer Service,38,0,38,3230.0
E01173,30,S015,Cashier,30,0,30,2250.0
E01174,35,S015,Cashier,35,0,35,2625.0
E01175,40,S015,Floor,40,0,40,2800.0
E01176,14,S015,Stock,14,0,14,910.0
E01177,17,S015,Floor,17,0,17,1190.0
E01178,10,S015,Stock,10,0,10,650.0
E01179,32,S015,Supervisor,32,0,32,3840.0
E01181,32,S015,Cashier,32,0,32,2400.0
E01182,39,S015,Cashier,39,0,39,2925.0
E01184,32,S015,Supervisor,32,0,32,3840.0
E01185,24,S015,Customer Service,24,0,24,2040.0
E01186,36,S015,Customer Service,36,0,36,3060.0
E01187,18,S015,Stock,18,0,18,1170.0
E01188,34,S015,Floor,34,0,34,2380.0
E01190,31,S015,Cashier,31,0,31,2325.0
E01192,21,S015,Stock,21,0,21,1365.0
E01193,37,S015,Customer Service,37,0,37,3145.0
E01195,25,S015,Floor,25,0,25,1750.0
E01196,38,S015,Floor,38,0,38,2660.0
E01197,30,S015,Floor,30,0,30,2100.0
E01199,39,S015,Cashier,39,0,39,2925.0
E01200,37,S015,Cashier,37,0,37,2775.0
E01201,39,S016,Customer Service,39,0,39,3315.0
E01203,11,S016,Floor,11,0,11,770.0
E01204,5,S016,Stock,5,0,5,325.0
E01205,16,S016,Cashier,16,0,16,1200.0
E01206,23,S016,Floor,23,0,23,1610.0
E01208,27,S016,Cashier,27,0,27,2025.0
E01209,5,S016,Floor,5,0,5,350.0
E01210,40,S016,Customer Service,40,0,40,3400.0
E01212,32,S016,Supervisor,32,0,32,3840.0
E01213,16,S016,Supervisor,16,0,16,1920.0
E01215,20,S016,Floor,20,0,20,1400.0
E01216,24,S016,Supervisor,24,0,24,2880.0
E01217,11,S016,Stock,11,0,11,715.0
E01218,27,S016,Floor,27,0,27,1890.0
E01219,30,S016,Cashier,30,0,30,2250.0
E01221,32,S016,Supervisor,32,0,32,3840.0
E01222,29,S016,Cashier,29,0,29,2175.0
E01223,29,S016,Cashier,29,0,29,2175.0
E01224,16,S016,Stock,16,0,16,1040.0
E01225,40,S016,Customer Service,40,0,40,3400.0
E01226,39,S016,Customer Service,39,0,39,3315.0
E01227,8,S016,Stock,8,0,8,520.0
E01228,8,S016,Stock,8,0,8,520.0
E01229,8,S016,Stock,8,0,8,520.0
E01230,16,S016,Stock,16,0,16,1040.0
E01231,30,S016,Floor,30,0,30,2100.0
E01232,27,S016,Cashier,27,0,27,2025.0
E01233,13,S016,Cashier,13,0,13,975.0
E01234,30,S016,Floor,30,0,30,2100.0
E01235,17,S016,Cashier,17,0,17,1275.0
E01236,10,S016,Stock,10,0,10,650.0
E01237,38,S016,Customer Service,38,0,38,3230.0
E01238,14,S016,Floor,14,0,14,980.0
E01239,14,S016,Stock,14,0,14,910.0
E01240,24,S016,Supervisor,24,0,24,2880.0
E01241,6,S016,Cashier,6,0,6,450.0
E01242,5,S016,Stock,5,0,5,325.0
E01243,6,S016,Stock,6,0,6,390.0
E01244,20,S016,Cashier,20,0,20,1500.0
E01245,24,S016,Supervisor,24,0,24,2880.0
E01246,11,S016,Floor,11,0,11,770.0
E01247,23,S016,Floor,23,0,23,1610.0
E01248,19,S016,Stock,19,0,19,1235.0
E01249,22,S016,Cashier,22,0,22,1650.0
E01250,16,S016,Supervisor,16,0,16,1920.0
E01251,19,S016,Floor,19,0,19,1330.0
E01252,14,S016,Floor,14,0,14,980.0
E01254,29,S016,Cashier,29,0,29,2175.0
E01255,35,S016,Floor,35,0,35,2450.0
E01256,24,S016,Stock,24,0,24,1560.0
E01257,32,S016,Cashier,32,0,32,2400.0
E01258,27,S016,Cashier,27,0,27,2025.0
E01259,21,S016,Cashier,21,0,21,1575.0
E01262,17,S016,Cashier,17,0,17,1275.0
E01263,34,S016,Cashier,34,0,34,2550.0
E01264,16,S016,Floor,16,0,16,1120.0
E01265,17,S016,Cashier,17,0,17,1275.0
E01266,5,S016,Stock,5,0,5,325.0
E01269,14,S016,Floor,14,0,14,980.0
E01270,35,S016,Floor,35,0,35,2450.0
E01271,19,S016,Stock,19,0,19,1235.0
E01272,5,S016,Stock,5,0,5,325.0
E01273,6,S016,Stock,6,0,6,390.0
E01274,19,S016,Floor,19,0,19,1330.0
E01275,5,S016,Stock,5,0,5,325.0
E01276,16,S016,Supervisor,16,0,16,1920.0
E01277,40,S016,Customer Service,40,0,40,3400.0
E01278,26,S016,Cashier,26,0,26,1950.0
E01279,23,S016,Stock,23,0,23,1495.0
E01280,19,S016,Floor,19,0,19,1330.0
E01282,8,S017,Floor,8,0,8,560.0
E01283,22,S017,Floor,22,0,22,1540.0
E01285,11,S017,Cashier,11,0,11,825.0
E01287,13,S017,Cashier,13,0,13,975.0
E01288,6,S017,Floor,6,0,6,420.0
E01289,21,S017,Floor,21,0,21,1470.0
E01291,16,S017,Supervisor,16,0,16,1920.0
E01293,12,S017,Stock,12,0,12,780.0
E01294,10,S017,Stock,10,0,10,650.0
E01296,8,S017,Supervisor,8,0,8,960.0
E01297,6,S017,Stock,6,0,6,390.0
E01298,29,S017,Customer Service,29,0,29,2465.0
E01299,10,S017,Stock,10,0,10,650.0
E01300,29,S017,Customer Service,29,0,29,2465.0
E01301,24,S017,Supervisor,24,0,24,2880.0
E01302,16,S017,Stock,16,0,16,1040.0
E01303,24,S017,Customer Service,24,0,24,2040.0
E01305,16,S017,Supervisor,16,0,16,1920.0
E01308,8,S017,Stock,8,0,8,520.0
E01309,26,S017,Cashier,26,0,26,1950.0
E01311,16,S017,Supervisor,16,0,16,1920.0
E01314,8,S017,Floor,8,0,8,560.0
E01315,26,S017,Cashier,26,0,26,1950.0
E01316,6,S017,Floor,6,0,6,420.0
E01317,24,S017,Supervisor,24,0,24,2880.0
E01318,18,S017,Cashier,18,0,18,1350.0
E01319,22,S017,Customer Service,22,0,22,1870.0
E01322,27,S017,Cashier,27,0,27,2025.0
E01323,14,S017,Floor,14,0,14,980.0
E01325,28,S017,Floor,28,0,28,1960.0
E01327,27,S017,Cashier,27,0,27,2025.0
E01328,8,S017,Stock,8,0,8,520.0
E01329,14,S017,Stock,14,0,14,910.0
E01330,8,S017,Floor,8,0,8,560.0
E01332,13,S017,Stock,13,0,13,845.0
E01333,16,S017,Supervisor,16,0,16,1920.0
E01334,16,S017,Floor,16,0,16,1120.0
E01335,8,S017,Cashier,8,0,8,600.0
E01336,26,S017,Floor,26,0,26,1820.0
E01337,24,S017,Cashier,24,0,24,1800.0
E01338,5,S017,Stock,5,0,5,325.0
E01339,10,S017,Floor,10,0,10,700.0
E01340,5,S017,Stock,5,0,5,325.0
E01341,20,S017,Stock,20,0,20,1300.0
E01342,19,S017,Cashier,19,0,19,1425.0
E01343,10,S017,Stock,10,0,10,650.0
